childid,catholic,race,race_white,race_black,race_hispanic,race_asian,p5numpla,p5hmage,p5hdage,w3daded,w3momed,w3daded_hsb,w3momed_hsb,w3momscr,w3dadscr,w3inccat,w3income,w3povrty,p5fstamp,c5r2mtsc,c5r2mtsc_std
0983002C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,63.43,63.43,"$50,001 TO $75,000",62500.5,0,0,66.859,1.683415179
0983003C,1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,41,39,SOME COLLEGE,SOME COLLEGE,0,0,38.18,39.18,"$40,001 TO $50,000",45000.5,0,0,50.991,0.049910146
0983006C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,40,BACHELOR'S DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,0,0,38.18,59,"$50,001 TO $75,000",62500.5,0,0,58.32,0.804381938
0983007C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,45,42,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,63.43,53.5,"$30,001 TO $35,000",32500.5,0,0,70.105,2.017569284
0983008C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,40,40,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,SOME COLLEGE,0,0,35.78,64.89,"$75,001 TO $100,000",87500.5,0,0,62.745,1.259906249
0983009C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,33,34,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,53.5,53.5,"$50,001 TO $75,000",62500.5,0,0,58.36,0.808499672
0983010C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,63.43,NA,"$10,001 TO $15,000",12500.5,1,0,66.458,1.642134897
0983013C,1,"WHITE, NON-HISPANIC",1,0,0,0,2,44,50,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,0,0,63.43,59,"$50,001 TO $75,000",62500.5,0,0,60.008,0.978150308
0993002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,37,SOME COLLEGE,SOME COLLEGE,0,0,38.18,35.78,"$50,001 TO $75,000",62500.5,0,0,62.883,1.274112431
0993003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,39,BACHELOR'S DEGREE,SOME COLLEGE,0,0,57.83,39.18,"$50,001 TO $75,000",62500.5,0,0,50.276,-0.023694347
0993004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,45,SOME COLLEGE,SOME COLLEGE,0,0,NA,35.78,"$25,001 TO $30,000",27500.5,0,0,48.138,-0.243787223
0993006C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,30,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,39.2,"$50,001 TO $75,000",62500.5,0,0,46.268,-0.436291282
0993007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,35.78,NA,"$50,001 TO $75,000",62500.5,0,0,61.076,1.088093802
0993009C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,41,43,SOME COLLEGE,BACHELOR'S DEGREE,0,0,63.43,34.95,"$40,001 TO $50,000",45000.5,0,0,52.55,0.210398824
0993010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,53.5,38.18,"$50,001 TO $75,000",62500.5,0,0,38.921,-1.192616054
0993011C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,33,NA,NOT APPLICABLE,9TH - 12TH GRADE,NA,1,48.69,NA,"$10,001 TO $15,000",12500.5,1,1,36.687,-1.422591492
0993012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,46,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,35.78,39.18,"$50,001 TO $75,000",62500.5,0,0,31.634,-1.942764225
0993013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,45,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,NA,35.78,"$40,001 TO $50,000",45000.5,0,0,51.382,0.090160995
0993015C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,24,24,SOME COLLEGE,SOME COLLEGE,0,0,38.18,39.18,"$35,001 TO $40,000",37500.5,0,0,50.918,0.042395282
0993016C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,38.18,NA,"$35,001 TO $40,000",37500.5,0,0,55.748,0.539611649
0993017C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.126,-0.656795932
0993018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,30,BACHELOR'S DEGREE,SOME COLLEGE,0,0,62.87,53.5,"$75,001 TO $100,000",87500.5,0,0,70.261,2.033628446
0993019C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,34,37,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,NA,48.69,"$75,001 TO $100,000",87500.5,0,0,55.354,0.49905197
0993020C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.969,1.488852253
0993021C,0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.365,-1.455739249
0993023C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,30,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,48.69,39.2,"$75,001 TO $100,000",87500.5,0,0,43.98,-0.671825661
0995001C,0,ASIAN,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.841,-2.333228341
0995003C,0,ASIAN,0,0,0,1,1,35,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,33.42,NA,"$5,001 TO $10,000",7500.5,1,0,38.595,-1.226175585
0995006C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.033,-0.769313011
0995007C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,30,35,VOC/TECH PROGRAM,VOC/TECH PROGRAM,1,1,63.43,39.18,"$40,001 TO $50,000",45000.5,0,0,53.188,0.27607668
0995009C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,44,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,34.95,"$20,001 TO $25,000",22500.5,1,NA,47.787,-0.279920338
0995012C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,43,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,52.54,NA,"$15,001 TO $20,000",17500.5,0,0,48.478,-0.208786485
0995013C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,46,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,NA,NA,"$5,000 TO $5,000",5000,1,1,36.993,-1.391090827
0995014C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,33,29,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,34.95,39.18,"$30,001 TO $35,000",32500.5,0,0,58.996,0.87397164
0995017C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.224,-0.955537526
0995018C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,31,NA,NOT APPLICABLE,9TH - 12TH GRADE,NA,1,38.18,NA,"$15,001 TO $20,000",17500.5,1,0,45.634,-0.501557365
0995020C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,36,40,SOME COLLEGE,VOC/TECH PROGRAM,0,1,34.95,35.92,"$10,001 TO $15,000",12500.5,1,0,26.748,-2.445745419
0995021C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,33,39,8TH GRADE OR BELOW,8TH GRADE OR BELOW,1,1,39.2,35.78,"$15,001 TO $20,000",17500.5,1,0,45.91,-0.473145001
0995022C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,37,9TH - 12TH GRADE,9TH - 12TH GRADE,1,1,39.18,37.67,"$25,001 TO $30,000",27500.5,0,0,45.052,-0.561470393
0995024C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,38,8TH GRADE OR BELOW,SOME COLLEGE,1,0,34.95,33.42,"$25,001 TO $30,000",27500.5,0,0,52.31,0.185692421
0995040C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,8TH GRADE OR BELOW,9TH - 12TH GRADE,1,1,NA,33.42,"$30,001 TO $35,000",32500.5,0,0,41.543,-0.922698598
0996003C,0,ASIAN,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.903,-2.223902506
0996004C,0,ASIAN,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.701,0.9465467
0996007C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,61,66,8TH GRADE OR BELOW,8TH GRADE OR BELOW,1,1,NA,NA,"$20,001 TO $25,000",22500.5,1,0,29.085,-2.205166817
0996013C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.498,-1.544991131
0996017C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.2,"$20,001 TO $25,000",22500.5,1,0,43.7,-0.700649798
0996019C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,37,38,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,35.92,NA,"$15,001 TO $20,000",17500.5,1,0,42.146,-0.860623759
0996021C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,29,38,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,35.63,39.18,"$15,001 TO $20,000",17500.5,1,0,43.06,-0.76653354
0996022C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.816,-0.791651717
0996024C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,34,27,8TH GRADE OR BELOW,8TH GRADE OR BELOW,1,1,34.95,39.18,"$25,001 TO $30,000",27500.5,0,0,23.277,-2.803061777
0997001C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,31,36,8TH GRADE OR BELOW,8TH GRADE OR BELOW,1,1,NA,39.2,"$10,001 TO $15,000",12500.5,1,0,41.007,-0.977876232
0997002C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,44,42,VOC/TECH PROGRAM,SOME COLLEGE,1,0,38.18,34.95,"$15,001 TO $20,000",17500.5,1,0,43.45,-0.726385635
0997004C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.105,-0.350127701
0997006C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.728,-1.418370814
0997008C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,40,46,9TH - 12TH GRADE,9TH - 12TH GRADE,1,1,34.95,34.95,"$50,001 TO $75,000",62500.5,0,0,38.698,-1.21557242
0997009C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,34,34,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,33.42,NA,"$20,001 TO $25,000",22500.5,0,0,39.939,-1.087819727
0997011C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,39,46,8TH GRADE OR BELOW,8TH GRADE OR BELOW,1,1,33.42,35.63,"$10,001 TO $15,000",12500.5,1,0,35.89,-1.504637339
0997015C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,23,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,38.18,NA,"$25,001 TO $30,000",27500.5,0,1,39.684,-1.11407028
0997022C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,NA,28,HIGH SCHOOL DIPLOMA/EQUIVALENT,NOT APPLICABLE,1,NA,NA,35.78,"$10,001 TO $15,000",12500.5,1,0,40.788,-1.000420825
0997024C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,3,29,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,NA,NA,"$5,000 TO $5,000",5000,1,1,50.772,0.027365553
0999007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,45,DOCTORATE OR PROFESSIONAL DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,35.78,59,"$100,001 TO $200,000",150000.5,0,0,62.904,1.276274241
1000001C,0,ASIAN,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.825,-0.070121797
1000002C,0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,36,40,BACHELOR'S DEGREE,SOME COLLEGE,0,0,53.5,53.5,"$75,001 TO $100,000",87500.5,0,0,50.689,0.018821255
1000003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,0,0,34.95,64.89,"$100,001 TO $200,000",150000.5,0,0,61.222,1.103123531
1000004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,47,SOME COLLEGE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,0,0,53.5,35.78,"$100,001 TO $200,000",150000.5,0,0,68.901,1.893625494
1000005C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,46,42,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,59.055,0.880045298
1000006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,38,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,61.56,35.78,"$75,001 TO $100,000",87500.5,0,0,58.443,0.817043969
1000007C,0,"WHITE, NON-HISPANIC",1,0,0,0,3,43,41,BACHELOR'S DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,63.43,59,"$100,001 TO $200,000",150000.5,0,0,64.604,1.451277931
1000008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,44,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,63.43,53.5,"$100,001 TO $200,000",150000.5,0,0,59.171,0.891986726
1000009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,43,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,52.54,53.5,"$100,001 TO $200,000",150000.5,0,0,52.416,0.196604416
1000010C,0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,43,44,BACHELOR'S DEGREE,SOME COLLEGE,0,0,34.95,53.5,"$100,001 TO $200,000",150000.5,0,0,44.08,-0.661531326
1000011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,40,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,NA,62.87,"$75,001 TO $100,000",87500.5,0,0,55.815,0.546508853
1000012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,NA,39.2,"$100,001 TO $200,000",150000.5,0,0,52.648,0.220487272
1000014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,40,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,NA,64.89,"$75,001 TO $100,000",87500.5,0,0,69.122,1.916375974
1000018C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,46,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,48.957,-0.159476622
1000019C,0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,39,39,BACHELOR'S DEGREE,SOME COLLEGE,0,0,53.5,35.78,"$100,001 TO $200,000",150000.5,0,0,62.724,1.257744439
1000022C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,40,DOCTORATE OR PROFESSIONAL DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,77.5,77.5,"$200,001 TO $200,001",200001,0,0,58.247,0.796867073
1000023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,DOCTORATE OR PROFESSIONAL DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,61.56,77.5,"$75,001 TO $100,000",87500.5,0,0,61.94,1.177036854
1000024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,53,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,NA,35.92,"$50,001 TO $75,000",62500.5,0,0,51.959,0.149559306
1000025C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,44,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,63.43,53.5,"$100,001 TO $200,000",150000.5,0,0,61.235,1.104461795
1000026C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,40,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,NA,62.87,"$75,001 TO $100,000",87500.5,0,0,52.36,0.190839588
1001002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,43,BACHELOR'S DEGREE,SOME COLLEGE,0,0,NA,64.89,"$100,001 TO $200,000",150000.5,0,0,64.063,1.39558558
1001003C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,40,46,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,35.78,53.5,"$100,001 TO $200,000",150000.5,0,0,50.833,0.033645097
1001005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,41,BACHELOR'S DEGREE,SOME COLLEGE,0,0,61.56,64.89,"$100,001 TO $200,000",150000.5,0,0,55.583,0.522625996
1001006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,37,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,0,0,NA,59,"$50,001 TO $75,000",62500.5,0,0,41.687,-0.907874756
1001007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,41,"MASTER'S DEGREE (MA, MS)",DOCTORATE OR PROFESSIONAL DEGREE,0,0,77.5,64.89,"$100,001 TO $200,000",150000.5,0,0,61.506,1.132359442
1001008C,1,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.354,-0.427438155
1001009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,39,DOCTORATE OR PROFESSIONAL DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,77.5,53.5,"$100,001 TO $200,000",150000.5,0,0,69.875,1.993892314
1001011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,49,"MASTER'S DEGREE (MA, MS)",HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,38.18,64.89,"$100,001 TO $200,000",150000.5,0,0,57.421,0.711835869
1001012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,52.54,39.18,"$75,001 TO $100,000",87500.5,0,0,60.404,1.018915873
1001013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,42,BACHELOR'S DEGREE,SOME COLLEGE,0,0,59,35.78,"$100,001 TO $200,000",150000.5,0,0,71.553,2.166631251
1001014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,40,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,35.78,35.78,"$100,001 TO $200,000",150000.5,0,0,47.28,-0.332112615
1001015C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.059,0.777513724
1001017C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,41,43,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,NA,39.2,"$100,001 TO $200,000",150000.5,0,0,66.79,1.676312088
1001019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,46,SOME COLLEGE,SOME COLLEGE,0,0,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,55.725,0.537243952
1001020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,46,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,38.18,64.89,"$50,001 TO $75,000",62500.5,0,0,65.949,1.589736733
1001021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,43,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,53.5,35.78,"$200,001 TO $200,001",200001,0,0,65.148,1.507279112
1001022C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,45,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,NA,35.78,"$75,001 TO $100,000",87500.5,0,0,71.741,2.1859846
1001024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,NA,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,BACHELOR'S DEGREE,0,0,63.43,64.89,"$100,001 TO $200,000",150000.5,0,0,64.355,1.425645038
1002001C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,30,NA,NOT APPLICABLE,9TH - 12TH GRADE,NA,1,38.18,NA,"$10,001 TO $15,000",12500.5,1,1,44.13,-0.656384159
1002003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,35.78,NA,"$30,001 TO $35,000",32500.5,0,0,52.917,0.248179033
1002004C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,40,NA,NOT APPLICABLE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,NA,0,52.54,NA,"$100,001 TO $200,000",150000.5,0,0,49.934,-0.058900972
1002005C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,27,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,53.5,NA,"$40,001 TO $50,000",45000.5,0,0,52.345,0.189295438
1002006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,48,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,63.43,64.89,"$75,001 TO $100,000",87500.5,0,0,52.153,0.169530316
1002008C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,29,28,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,37.67,"$75,001 TO $100,000",87500.5,0,0,42.53,-0.821093514
1002009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,53.5,NA,"$35,001 TO $40,000",37500.5,0,0,58.977,0.872015717
1002010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,49,BACHELOR'S DEGREE,SOME COLLEGE,0,0,63.43,35.78,"$40,001 TO $50,000",45000.5,0,0,52.172,0.171486239
1002011C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,36,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,38.18,NA,"$15,001 TO $20,000",17500.5,1,0,60.529,1.031783792
1002012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,36,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,72.1,72.1,"$40,001 TO $50,000",45000.5,0,0,74.402,2.459916847
1002015C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,32,32,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,34.95,53.5,"$40,001 TO $50,000",45000.5,0,0,43.784,-0.692002557
1002016C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,34.95,NA,"$35,001 TO $40,000",37500.5,0,0,50.455,-0.005267488
1002017C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,37,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,63.43,53.5,"$100,001 TO $200,000",150000.5,0,0,48.647,-0.19138906
1002019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,44,BACHELOR'S DEGREE,SOME COLLEGE,0,0,NA,64.89,"$100,001 TO $200,000",150000.5,0,0,53.109,0.267944156
1002022C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,35,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,NA,62.87,"$100,001 TO $200,000",150000.5,0,0,46.901,-0.371128144
1002023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,47,SOME COLLEGE,SOME COLLEGE,0,0,34.95,53.5,"$50,001 TO $75,000",62500.5,0,0,52.003,0.154088814
1002024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,34,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,33.42,48.69,"$75,001 TO $100,000",87500.5,0,0,57.893,0.760425128
1003001C,0,ASIAN,0,0,0,1,1,38,42,DOCTORATE OR PROFESSIONAL DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,72.1,53.5,"$100,001 TO $200,000",150000.5,0,0,67.879,1.788417393
1003004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,30,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,0,0,61.56,53.5,"$50,001 TO $75,000",62500.5,0,0,57.659,0.736336385
1003006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,38.18,33.42,"$75,001 TO $100,000",87500.5,0,0,47.372,-0.322641827
1003007C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,30,31,SOME COLLEGE,SOME COLLEGE,0,0,38.18,39.18,"$40,001 TO $50,000",45000.5,0,0,35.858,-1.507931526
1003008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,48,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,52.54,52.54,"$50,001 TO $75,000",62500.5,0,0,61.771,1.159639429
1003009C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,39,40,BACHELOR'S DEGREE,SOME COLLEGE,0,0,38.18,53.5,"$40,001 TO $50,000",45000.5,0,0,60.239,1.001930221
1003011C,0,ASIAN,0,0,0,1,1,40,41,SOME COLLEGE,SOME COLLEGE,0,0,38.18,53.5,"$50,001 TO $75,000",62500.5,0,0,55.356,0.499257857
1003013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,NA,35.92,"$50,001 TO $75,000",62500.5,0,0,49.775,-0.075268964
1003014C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,47,55,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,63.43,39.18,"$40,001 TO $50,000",45000.5,0,0,63.871,1.375820458
